Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Self Control,Addiction Level,CurrentActivity,ConnectionType,Average Video Length,Engagement Rate,Time Spent Per Session
26,Male,India,96449,True,True,Cashier,Rural,TikTok,113,10,25,9086,8,23,49,87,Evening,5,5,7,3,At school,Mobile Data,0.46938775510204084,185.42857142857142,11.3
44,Male,Barzil,28556,False,False,Driver,Rural,Facebook,55,11,4,9759,5,10,39,33,Afternoon,4,6,6,4,At work,Mobile Data,0.2564102564102564,250.23076923076923,5.0
19,Other,Germany,25498,False,True,Waiting staff,Rural,TikTok,53,3,17,6412,2,1,39,52,Morning,7,3,9,1,At school,Wi-Fi,0.02564102564102564,164.4102564102564,17.666666666666668
22,Male,Vietnam,96118,True,True,Labor/Worker,Rural,YouTube,287,10,24,8605,9,6,9,41,Afternoon,4,6,6,4,At work,Wi-Fi,0.6666666666666666,956.1111111111111,28.7
46,Male,Indonesia,70098,True,True,Driver,Rural,TikTok,190,10,21,4120,2,3,45,23,Afternoon,4,6,6,4,At home,Mobile Data,0.06666666666666667,91.55555555555556,19.0
54,Male,Barzil,84386,True,True,Driver,Rural,Facebook,196,14,2,8507,7,19,14,5,Evening,5,5,7,3,At home,Wi-Fi,1.3571428571428572,607.6428571428571,14.0
55,Male,United States,29569,False,False,Students,Urban,TikTok,123,12,12,4666,8,4,48,71,Night,1,9,3,7,At school,Mobile Data,0.08333333333333333,97.20833333333333,10.25
36,Female,Philippines,76882,True,True,Labor/Worker,Rural,Facebook,264,15,1,4820,6,29,9,57,Evening,5,5,7,3,At work,Mobile Data,3.2222222222222223,535.5555555555555,17.6
25,Other,Indonesia,90393,True,False,Manager,Urban,Facebook,39,10,12,7835,7,20,15,6,Evening,5,5,7,3,At home,Wi-Fi,1.3333333333333333,522.3333333333334,3.9
62,Male,United States,20340,False,True,Waiting staff,Urban,TikTok,273,10,12,1849,1,23,37,49,Night,1,9,3,7,At home,Wi-Fi,0.6216216216216216,49.972972972972975,27.3
18,Female,Barzil,63949,True,False,Waiting staff,Rural,Instagram,107,19,12,1953,4,3,20,22,Evening,5,5,7,3,At work,Wi-Fi,0.15,97.65,5.631578947368421
39,Male,India,82443,True,True,Labor/Worker,Rural,YouTube,124,1,19,8580,7,8,8,77,Night,1,9,3,7,At home,Mobile Data,1.0,1072.5,124.0
34,Male,Germany,94027,True,False,Labor/Worker,Rural,Instagram,285,10,25,2769,1,8,32,76,Evening,5,5,7,3,At school,Mobile Data,0.25,86.53125,28.5
24,Male,United States,20138,False,True,Labor/Worker,Rural,Instagram,290,2,17,3046,1,27,47,4,Afternoon,4,6,6,4,At home,Mobile Data,0.574468085106383,64.80851063829788,145.0
42,Male,Indonesia,20358,False,False,Cashier,Rural,TikTok,284,17,20,7594,6,29,21,72,Night,1,9,3,7,At home,Mobile Data,1.380952380952381,361.6190476190476,16.705882352941178
62,Female,Indonesia,95250,True,True,Waiting staff,Urban,YouTube,270,7,24,6840,4,7,41,64,Night,1,9,3,7,At school,Mobile Data,0.17073170731707318,166.82926829268294,38.57142857142857
21,Male,United States,50654,True,False,Waiting staff,Rural,YouTube,216,7,24,5066,3,2,19,37,Evening,5,5,7,3,At work,Mobile Data,0.10526315789473684,266.63157894736844,30.857142857142858
53,Male,Pakistan,45879,False,True,Students,Rural,Instagram,220,9,26,2415,5,21,29,31,Afternoon,4,6,6,4,At home,Mobile Data,0.7241379310344828,83.27586206896552,24.444444444444443
23,Male,Barzil,75778,True,False,Artist,Rural,TikTok,224,2,28,2389,9,6,31,37,Evening,5,5,7,3,At home,Wi-Fi,0.1935483870967742,77.06451612903226,112.0
48,Male,Pakistan,57772,True,True,Students,Rural,YouTube,49,14,11,5924,3,28,6,45,Afternoon,4,6,6,4,At home,Wi-Fi,4.666666666666667,987.3333333333334,3.5
36,Female,Mexico,78478,True,False,Labor/Worker,Rural,Instagram,35,17,13,8495,5,16,4,90,Morning,7,3,9,1,At home,Mobile Data,4.0,2123.75,2.0588235294117645
61,Female,Barzil,84353,True,True,Engineer,Urban,YouTube,36,1,27,763,5,10,43,8,Evening,5,5,7,3,At home,Mobile Data,0.23255813953488372,17.74418604651163,36.0
56,Female,United States,46762,False,False,Artist,Rural,TikTok,199,9,8,7541,9,4,29,40,Morning,7,3,9,1,At home,Mobile Data,0.13793103448275862,260.0344827586207,22.11111111111111
44,Male,India,33283,False,True,Labor/Worker,Urban,TikTok,92,19,10,815,4,13,42,97,Afternoon,4,6,6,4,At school,Mobile Data,0.30952380952380953,19.404761904761905,4.842105263157895
27,Male,Philippines,83922,True,True,Labor/Worker,Rural,TikTok,179,4,8,6255,1,10,3,93,Afternoon,4,6,6,4,At home,Mobile Data,3.3333333333333335,2085.0,44.75
43,Male,United States,59420,True,True,Engineer,Urban,YouTube,176,8,20,877,5,21,1,5,Evening,5,5,7,3,At school,Mobile Data,21.0,877.0,22.0
36,Male,Pakistan,75568,True,True,Waiting staff,Rural,Facebook,197,13,8,7173,1,14,44,28,Evening,5,5,7,3,At school,Mobile Data,0.3181818181818182,163.02272727272728,15.153846153846153
56,Male,India,40219,False,False,Waiting staff,Rural,YouTube,178,4,9,7073,6,9,15,81,Evening,5,5,7,3,At work,Mobile Data,0.6,471.53333333333336,44.5
20,Female,Philippines,77169,True,True,Waiting staff,Rural,Facebook,298,9,7,4798,7,11,47,87,Night,1,9,3,7,At work,Mobile Data,0.23404255319148937,102.08510638297872,33.111111111111114
62,Female,United States,94965,True,False,Driver,Rural,TikTok,238,9,14,6989,1,23,21,9,Night,1,9,3,7,At work,Mobile Data,1.0952380952380953,332.8095238095238,26.444444444444443
30,Other,United States,66840,True,True,Driver,Rural,Instagram,106,18,28,5039,4,18,46,2,Afternoon,4,6,6,4,At school,Mobile Data,0.391304347826087,109.54347826086956,5.888888888888889
45,Male,India,64695,True,False,Students,Rural,Facebook,25,12,2,9771,9,11,31,63,Afternoon,4,6,6,4,At work,Mobile Data,0.3548387096774194,315.19354838709677,2.0833333333333335
37,Male,United States,97988,True,True,Engineer,Rural,TikTok,288,10,25,6324,1,17,7,96,Evening,5,5,7,3,At school,Wi-Fi,2.4285714285714284,903.4285714285714,28.8
45,Female,Philippines,78342,True,False,Students,Rural,TikTok,144,11,11,9395,9,2,17,51,Evening,5,5,7,3,At home,Mobile Data,0.11764705882352941,552.6470588235294,13.090909090909092
25,Female,United States,38951,False,True,Labor/Worker,Rural,Facebook,35,7,8,2823,8,3,19,31,Evening,5,5,7,3,At home,Wi-Fi,0.15789473684210525,148.57894736842104,5.0
58,Other,India,21307,False,False,Students,Rural,Instagram,21,9,13,5287,5,11,39,7,Evening,5,5,7,3,At work,Wi-Fi,0.28205128205128205,135.56410256410257,2.3333333333333335
56,Male,India,55428,True,True,Labor/Worker,Rural,TikTok,81,6,21,3285,6,18,3,30,Afternoon,4,6,6,4,At school,Wi-Fi,6.0,1095.0,13.5
18,Female,India,95774,True,False,Waiting staff,Rural,Facebook,142,19,15,7433,7,27,30,58,Night,1,9,3,7,At home,Mobile Data,0.9,247.76666666666668,7.473684210526316
20,Male,Vietnam,58975,True,True,Students,Urban,Instagram,115,16,28,6174,4,3,35,3,Evening,5,5,7,3,At work,Mobile Data,0.08571428571428572,176.4,7.1875
30,Female,Germany,21140,False,False,Labor/Worker,Rural,Instagram,229,15,3,4826,6,26,29,51,Night,1,9,3,7,At school,Mobile Data,0.896551724137931,166.41379310344828,15.266666666666667
45,Male,United States,44842,False,True,Labor/Worker,Rural,TikTok,186,7,23,3664,7,15,14,56,Night,1,9,3,7,Commuting,Mobile Data,1.0714285714285714,261.7142857142857,26.571428571428573
42,Male,United States,46421,False,False,Cashier,Rural,YouTube,291,16,14,497,6,11,35,73,Afternoon,4,6,6,4,At work,Mobile Data,0.3142857142857143,14.2,18.1875
50,Male,Barzil,21708,False,True,Artist,Rural,YouTube,142,5,15,7641,6,11,28,10,Evening,5,5,7,3,At home,Mobile Data,0.39285714285714285,272.89285714285717,28.4
55,Female,United States,23630,False,False,Waiting staff,Urban,TikTok,31,16,2,4643,2,28,30,61,Night,1,9,3,7,Commuting,Wi-Fi,0.9333333333333333,154.76666666666668,1.9375
23,Male,Pakistan,39595,False,True,Students,Rural,Instagram,278,1,29,5056,5,28,26,50,Night,1,9,3,7,At home,Mobile Data,1.0769230769230769,194.46153846153845,278.0
61,Other,United States,96021,True,True,Students,Rural,TikTok,170,19,19,131,3,25,7,47,Night,1,9,3,7,At school,Mobile Data,3.5714285714285716,18.714285714285715,8.947368421052632
62,Male,India,48308,False,True,Labor/Worker,Rural,Facebook,116,5,12,5443,7,20,39,90,Afternoon,4,6,6,4,At home,Mobile Data,0.5128205128205128,139.56410256410257,23.2
49,Male,United States,64789,True,True,Students,Rural,YouTube,288,7,25,857,4,28,31,1,Night,1,9,3,7,At home,Mobile Data,0.9032258064516129,27.64516129032258,41.142857142857146
62,Female,Vietnam,75690,True,False,Labor/Worker,Rural,Facebook,244,19,20,8712,1,25,5,94,Evening,5,5,7,3,At school,Wi-Fi,5.0,1742.4,12.842105263157896
64,Male,India,46086,False,True,Labor/Worker,Rural,TikTok,27,5,4,8221,6,11,35,57,Evening,5,5,7,3,At home,Mobile Data,0.3142857142857143,234.88571428571427,5.4
38,Female,Mexico,36859,False,False,Waiting staff,Rural,TikTok,251,17,3,6147,6,19,47,38,Night,1,9,3,7,At work,Wi-Fi,0.40425531914893614,130.7872340425532,14.764705882352942
33,Male,India,27684,False,True,Cashier,Rural,Instagram,126,8,5,4604,7,28,14,62,Afternoon,4,6,6,4,At home,Mobile Data,2.0,328.85714285714283,15.75
38,Male,Japan,21207,False,False,Students,Rural,Instagram,295,1,3,9452,8,1,36,79,Night,1,9,3,7,At school,Mobile Data,0.027777777777777776,262.55555555555554,295.0
28,Male,Philippines,66099,True,True,Manager,Rural,Instagram,291,2,25,1558,3,27,27,89,Evening,5,5,7,3,Commuting,Mobile Data,1.0,57.7037037037037,145.5
54,Male,United States,87496,True,False,Students,Rural,Facebook,153,15,15,15,6,5,24,70,Afternoon,4,6,6,4,At work,Mobile Data,0.20833333333333334,0.625,10.2
53,Other,Philippines,86093,True,True,Students,Rural,Instagram,214,18,19,3605,2,10,40,82,Evening,5,5,7,3,At school,Mobile Data,0.25,90.125,11.88888888888889
52,Male,Indonesia,49689,False,False,Labor/Worker,Rural,TikTok,48,11,2,1607,9,10,29,65,Afternoon,4,6,6,4,At work,Wi-Fi,0.3448275862068966,55.41379310344828,4.363636363636363
36,Female,Pakistan,68651,True,True,Driver,Urban,Instagram,163,10,12,5935,2,14,45,62,Afternoon,4,6,6,4,At work,Mobile Data,0.3111111111111111,131.88888888888889,16.3
37,Male,United States,33893,False,False,Students,Urban,YouTube,185,4,5,2016,3,2,22,56,Night,1,9,3,7,Commuting,Mobile Data,0.09090909090909091,91.63636363636364,46.25
35,Male,Pakistan,86418,True,True,Students,Urban,Instagram,250,5,22,3574,2,4,8,67,Morning,7,3,9,1,At home,Mobile Data,0.5,446.75,50.0
64,Male,Philippines,80011,True,False,Waiting staff,Urban,Facebook,143,4,17,7274,9,2,15,17,Night,1,9,3,7,At school,Mobile Data,0.13333333333333333,484.93333333333334,35.75
58,Male,India,58635,True,True,Students,Rural,YouTube,55,13,14,9935,1,18,49,8,Night,1,9,3,7,At school,Wi-Fi,0.3673469387755102,202.75510204081633,4.230769230769231
31,Male,Japan,76115,True,False,Waiting staff,Rural,YouTube,59,13,28,3791,5,13,5,60,Morning,7,3,9,1,At school,Mobile Data,2.6,758.2,4.538461538461538
32,Male,India,98405,True,True,Waiting staff,Rural,YouTube,175,18,27,6406,1,19,4,40,Evening,5,5,7,3,At work,Mobile Data,4.75,1601.5,9.722222222222221
48,Male,Mexico,92702,True,False,Students,Rural,Facebook,115,2,22,1088,5,5,11,81,Night,1,9,3,7,At work,Mobile Data,0.45454545454545453,98.9090909090909,57.5
18,Male,Japan,98518,True,True,Labor/Worker,Rural,TikTok,225,16,10,1361,8,20,18,89,Morning,7,3,9,1,At work,Mobile Data,1.1111111111111112,75.61111111111111,14.0625
20,Male,Japan,92805,True,True,Students,Rural,Instagram,155,1,3,4473,8,2,42,62,Night,1,9,3,7,At school,Mobile Data,0.047619047619047616,106.5,155.0
33,Female,India,78954,True,True,Teacher,Rural,YouTube,81,19,4,5294,8,11,49,41,Night,1,9,3,7,Commuting,Wi-Fi,0.22448979591836735,108.04081632653062,4.2631578947368425
40,Female,India,48064,False,True,Artist,Rural,YouTube,282,9,6,7106,2,26,30,12,Morning,7,3,9,1,At school,Mobile Data,0.8666666666666667,236.86666666666667,31.333333333333332
28,Male,Vietnam,99063,True,False,Manager,Rural,YouTube,256,3,24,7319,8,18,15,93,Afternoon,4,6,6,4,At work,Mobile Data,1.2,487.93333333333334,85.33333333333333
29,Other,Philippines,22454,False,True,Manager,Urban,TikTok,195,7,25,8667,5,6,6,89,Night,1,9,3,7,At home,Mobile Data,1.0,1444.5,27.857142857142858
27,Female,India,40878,False,False,Labor/Worker,Rural,TikTok,79,10,22,9481,1,23,16,54,Evening,5,5,7,3,Commuting,Wi-Fi,1.4375,592.5625,7.9
49,Male,Pakistan,71098,True,True,Labor/Worker,Rural,Facebook,159,1,16,8520,7,28,47,89,Afternoon,4,6,6,4,At school,Mobile Data,0.5957446808510638,181.27659574468086,159.0
33,Male,India,82154,True,False,Teacher,Rural,TikTok,255,10,7,1186,6,10,40,93,Morning,7,3,9,1,At work,Wi-Fi,0.25,29.65,25.5
25,Male,Pakistan,32991,False,True,Students,Urban,Instagram,271,9,15,3414,5,22,9,11,Evening,5,5,7,3,At school,Mobile Data,2.4444444444444446,379.3333333333333,30.11111111111111
55,Female,Vietnam,88344,True,False,Driver,Rural,Facebook,35,15,21,5486,1,23,43,60,Night,1,9,3,7,At work,Wi-Fi,0.5348837209302325,127.5813953488372,2.3333333333333335
29,Male,Mexico,56593,True,True,Driver,Rural,Facebook,149,15,28,3536,1,17,34,68,Evening,5,5,7,3,At school,Mobile Data,0.5,104.0,9.933333333333334
41,Male,United States,56304,True,False,Students,Rural,Instagram,108,3,25,1773,6,22,27,78,Night,1,9,3,7,Commuting,Mobile Data,0.8148148148148148,65.66666666666667,36.0
45,Female,Vietnam,50386,True,True,Waiting staff,Rural,Instagram,287,5,20,5415,7,11,13,46,Evening,5,5,7,3,At home,Wi-Fi,0.8461538461538461,416.53846153846155,57.4
25,Female,Germany,75220,True,False,Students,Rural,Instagram,60,9,26,2558,1,19,36,38,Evening,5,5,7,3,At home,Mobile Data,0.5277777777777778,71.05555555555556,6.666666666666667
45,Male,Barzil,89338,True,True,Students,Rural,Facebook,160,9,11,5907,9,17,27,61,Night,1,9,3,7,At home,Wi-Fi,0.6296296296296297,218.77777777777777,17.77777777777778
53,Male,India,41083,False,False,Waiting staff,Urban,Facebook,113,7,22,5079,4,24,9,17,Morning,7,3,9,1,At work,Wi-Fi,2.6666666666666665,564.3333333333334,16.142857142857142
43,Other,Mexico,38354,False,True,Students,Rural,Facebook,98,12,21,9454,5,4,5,66,Night,1,9,3,7,At home,Mobile Data,0.8,1890.8,8.166666666666666
25,Female,Germany,42190,False,False,Waiting staff,Rural,Instagram,150,9,1,6724,2,26,22,72,Afternoon,4,6,6,4,At home,Mobile Data,1.1818181818181819,305.6363636363636,16.666666666666668
45,Female,Indonesia,26142,False,True,Cashier,Rural,Instagram,222,6,5,5420,8,24,31,36,Evening,5,5,7,3,At home,Wi-Fi,0.7741935483870968,174.83870967741936,37.0
45,Female,Mexico,48398,False,False,Teacher,Urban,YouTube,242,2,13,3291,2,26,3,74,Night,1,9,3,7,At work,Mobile Data,8.666666666666666,1097.0,121.0
54,Other,India,71971,True,True,Cashier,Urban,TikTok,192,9,21,9210,3,14,30,7,Evening,5,5,7,3,At home,Wi-Fi,0.4666666666666667,307.0,21.333333333333332
58,Male,India,61862,True,True,Artist,Rural,YouTube,260,17,14,9981,9,27,21,16,Afternoon,4,6,6,4,At work,Mobile Data,1.2857142857142858,475.2857142857143,15.294117647058824
53,Male,Vietnam,73410,True,True,Students,Rural,Instagram,18,1,9,3524,2,20,35,14,Evening,5,5,7,3,Commuting,Mobile Data,0.5714285714285714,100.68571428571428,18.0
44,Female,Barzil,39503,False,True,Cashier,Rural,Facebook,88,19,17,3504,6,4,6,80,Evening,5,5,7,3,At school,Wi-Fi,0.6666666666666666,584.0,4.631578947368421
34,Female,Mexico,68456,True,False,Students,Urban,Instagram,61,6,15,8998,4,28,28,25,Afternoon,4,6,6,4,At home,Wi-Fi,1.0,321.35714285714283,10.166666666666666
26,Male,Philippines,28016,False,True,Students,Urban,TikTok,278,5,21,5989,7,14,32,4,Night,1,9,3,7,At home,Wi-Fi,0.4375,187.15625,55.6
50,Other,India,22384,False,False,Cashier,Rural,YouTube,235,2,7,2666,6,26,42,29,Evening,5,5,7,3,At home,Mobile Data,0.6190476190476191,63.476190476190474,117.5
37,Male,United States,82320,True,True,Students,Rural,YouTube,60,9,27,8596,9,4,37,56,Night,1,9,3,7,At school,Wi-Fi,0.10810810810810811,232.32432432432432,6.666666666666667
30,Male,Vietnam,35072,False,False,Students,Urban,Facebook,195,14,22,7140,9,6,25,6,Night,1,9,3,7,At home,Wi-Fi,0.24,285.6,13.928571428571429
45,Male,India,60510,True,True,Driver,Rural,YouTube,43,4,22,8785,4,9,32,1,Evening,5,5,7,3,At home,Mobile Data,0.28125,274.53125,10.75
46,Male,Barzil,68933,True,False,Labor/Worker,Rural,YouTube,239,4,12,6895,1,21,35,39,Evening,5,5,7,3,At school,Mobile Data,0.6,197.0,59.75
30,Female,United States,41826,False,True,Labor/Worker,Urban,Instagram,140,15,23,4107,2,12,22,1,Evening,5,5,7,3,At home,Mobile Data,0.5454545454545454,186.6818181818182,9.333333333333334
63,Female,Mexico,88026,True,False,Labor/Worker,Rural,YouTube,129,8,6,3280,8,29,24,63,Night,1,9,3,7,At home,Wi-Fi,1.2083333333333333,136.66666666666666,16.125
52,Male,Philippines,45518,False,True,Artist,Rural,YouTube,256,4,21,2212,8,26,39,57,Night,1,9,3,7,At home,Wi-Fi,0.6666666666666666,56.717948717948715,64.0
23,Male,Mexico,44045,False,False,Waiting staff,Rural,YouTube,201,16,16,8078,2,8,30,67,Afternoon,4,6,6,4,At school,Wi-Fi,0.26666666666666666,269.26666666666665,12.5625
35,Other,Japan,70876,True,True,Students,Rural,Facebook,219,4,26,9734,4,24,32,65,Evening,5,5,7,3,At home,Mobile Data,0.75,304.1875,54.75
22,Male,Barzil,71919,True,False,Waiting staff,Rural,Facebook,112,16,5,7601,1,4,31,65,Evening,5,5,7,3,At work,Mobile Data,0.12903225806451613,245.19354838709677,7.0
64,Other,Germany,47103,False,True,Students,Rural,Instagram,142,12,9,613,7,27,23,21,Night,1,9,3,7,At home,Mobile Data,1.173913043478261,26.652173913043477,11.833333333333334
42,Female,India,56188,True,False,Artist,Rural,YouTube,148,16,14,868,4,26,40,30,Morning,7,3,9,1,At school,Mobile Data,0.65,21.7,9.25
19,Male,Philippines,25845,False,True,Labor/Worker,Rural,Facebook,130,19,8,811,8,25,33,96,Evening,5,5,7,3,At home,Mobile Data,0.7575757575757576,24.575757575757574,6.842105263157895
27,Female,India,56674,True,False,Driver,Rural,Facebook,103,8,14,4862,9,25,25,33,Night,1,9,3,7,At school,Mobile Data,1.0,194.48,12.875
47,Female,Mexico,39337,False,True,Waiting staff,Rural,Instagram,138,6,12,4177,9,5,36,48,Morning,7,3,9,1,At home,Mobile Data,0.1388888888888889,116.02777777777777,23.0
62,Female,India,42313,False,True,Driver,Rural,TikTok,100,10,10,1744,3,6,24,22,Evening,5,5,7,3,At school,Mobile Data,0.25,72.66666666666667,10.0
22,Other,Mexico,46943,False,True,Students,Urban,YouTube,101,5,20,2256,5,5,31,94,Afternoon,4,6,6,4,At home,Mobile Data,0.16129032258064516,72.7741935483871,20.2
50,Male,India,97949,True,True,Waiting staff,Urban,Facebook,72,18,20,7612,6,19,39,54,Evening,5,5,7,3,Commuting,Wi-Fi,0.48717948717948717,195.17948717948718,4.0
18,Male,United States,20276,False,False,Students,Rural,Instagram,38,10,26,8713,6,27,46,4,Afternoon,4,6,6,4,At work,Mobile Data,0.5869565217391305,189.41304347826087,3.8
35,Other,United States,71151,True,True,Labor/Worker,Rural,Instagram,219,10,21,7196,8,8,13,87,Afternoon,4,6,6,4,At home,Mobile Data,0.6153846153846154,553.5384615384615,21.9
49,Female,United States,37611,False,False,Cashier,Urban,Instagram,21,7,13,5423,6,9,10,55,Afternoon,4,6,6,4,At school,Wi-Fi,0.9,542.3,3.0
64,Female,Mexico,31944,False,True,Artist,Rural,Facebook,139,18,29,5089,6,15,23,44,Evening,5,5,7,3,At school,Wi-Fi,0.6521739130434783,221.2608695652174,7.722222222222222
28,Female,Pakistan,72887,True,False,Students,Rural,YouTube,182,1,19,6608,4,4,18,89,Evening,5,5,7,3,At school,Mobile Data,0.2222222222222222,367.1111111111111,182.0
38,Female,United States,69847,True,True,Cashier,Rural,TikTok,217,7,15,9717,7,25,32,12,Night,1,9,3,7,At home,Wi-Fi,0.78125,303.65625,31.0
43,Female,Germany,78653,True,False,Students,Rural,YouTube,33,1,8,1469,8,9,33,81,Afternoon,4,6,6,4,Commuting,Mobile Data,0.2727272727272727,44.515151515151516,33.0
42,Male,United States,76622,True,True,Waiting staff,Rural,Instagram,108,15,23,2675,3,7,36,79,Afternoon,4,6,6,4,At home,Mobile Data,0.19444444444444445,74.30555555555556,7.2
39,Male,India,47810,False,False,Waiting staff,Rural,Instagram,148,4,21,1513,7,8,28,74,Afternoon,4,6,6,4,At work,Mobile Data,0.2857142857142857,54.035714285714285,37.0
44,Female,Barzil,97842,True,True,Engineer,Rural,TikTok,183,10,10,4876,3,15,16,99,Evening,5,5,7,3,Commuting,Wi-Fi,0.9375,304.75,18.3
30,Other,India,30503,False,False,Driver,Rural,YouTube,38,9,3,1451,8,19,16,52,Evening,5,5,7,3,At school,Mobile Data,1.1875,90.6875,4.222222222222222
50,Male,Vietnam,56976,True,True,Waiting staff,Rural,Instagram,152,2,21,4654,1,15,18,93,Morning,7,3,9,1,At home,Mobile Data,0.8333333333333334,258.55555555555554,76.0
51,Female,India,31590,False,False,Waiting staff,Rural,Instagram,51,14,3,3007,1,5,8,76,Night,1,9,3,7,At home,Mobile Data,0.625,375.875,3.642857142857143
58,Other,Germany,30886,False,True,Waiting staff,Rural,YouTube,217,16,26,3124,6,19,42,65,Evening,5,5,7,3,At home,Wi-Fi,0.4523809523809524,74.38095238095238,13.5625
52,Male,Pakistan,32866,False,False,Students,Rural,Instagram,201,1,5,1753,9,7,16,65,Afternoon,4,6,6,4,At work,Mobile Data,0.4375,109.5625,201.0
18,Other,United States,86624,True,True,Waiting staff,Rural,YouTube,169,2,16,1612,4,6,11,10,Evening,5,5,7,3,At home,Mobile Data,0.5454545454545454,146.54545454545453,84.5
38,Female,United States,88899,True,False,Students,Rural,Instagram,73,7,17,3275,6,27,6,18,Afternoon,3,7,5,5,At home,Mobile Data,4.5,545.8333333333334,10.428571428571429
23,Male,Indonesia,52792,True,True,Cashier,Rural,YouTube,252,10,6,8747,5,19,1,47,Night,9,1,10,0,At school,Mobile Data,19.0,8747.0,25.2
45,Female,Mexico,29764,False,True,Driver,Rural,TikTok,267,1,26,2049,1,25,12,66,Evening,3,7,5,5,Commuting,Mobile Data,2.0833333333333335,170.75,267.0
34,Female,Pakistan,62727,True,True,Students,Rural,Instagram,161,13,20,824,6,28,38,49,Evening,9,1,10,0,At home,Mobile Data,0.7368421052631579,21.68421052631579,12.384615384615385
22,Other,Indonesia,98471,True,True,Driver,Rural,TikTok,224,1,20,3030,9,17,28,72,Afternoon,3,7,5,5,At home,Mobile Data,0.6071428571428571,108.21428571428571,224.0
48,Male,Vietnam,28068,False,False,Labor/Worker,Rural,Instagram,175,5,16,1081,3,10,45,22,Evening,3,7,5,5,At home,Mobile Data,0.2222222222222222,24.022222222222222,35.0
22,Female,India,27295,False,True,Students,Rural,Instagram,40,16,24,5299,3,19,17,86,Afternoon,8,2,10,0,At home,Wi-Fi,1.1176470588235294,311.70588235294116,2.5
55,Female,Mexico,61160,True,False,Manager,Rural,Facebook,241,15,2,492,2,11,1,26,Afternoon,6,4,8,2,At school,Mobile Data,11.0,492.0,16.066666666666666
20,Male,Mexico,31390,False,True,Cashier,Rural,YouTube,291,17,20,4764,4,15,32,90,Evening,8,2,10,0,At work,Wi-Fi,0.46875,148.875,17.11764705882353
40,Male,Japan,40131,False,False,Cashier,Urban,TikTok,38,16,15,7202,3,10,8,9,Evening,6,4,8,2,At home,Wi-Fi,1.25,900.25,2.375
54,Female,Japan,95969,True,True,Engineer,Urban,TikTok,204,13,18,8266,2,11,40,21,Night,8,2,10,0,At work,Wi-Fi,0.275,206.65,15.692307692307692
54,Male,India,35038,False,False,Students,Rural,TikTok,265,11,1,3360,1,23,43,95,Morning,8,2,10,0,At school,Mobile Data,0.5348837209302325,78.13953488372093,24.09090909090909
27,Female,India,72327,True,True,Waiting staff,Rural,YouTube,290,17,26,8562,3,3,46,63,Morning,8,2,10,0,At school,Mobile Data,0.06521739130434782,186.1304347826087,17.058823529411764
27,Male,India,97064,True,False,Teacher,Rural,Facebook,96,17,29,4682,6,3,24,6,Evening,6,4,8,2,At work,Wi-Fi,0.125,195.08333333333334,5.647058823529412
36,Male,India,41281,False,True,Cashier,Rural,TikTok,158,2,29,328,9,18,10,14,Afternoon,8,2,10,0,At work,Mobile Data,1.8,32.8,79.0
34,Male,United States,74189,True,False,Labor/Worker,Urban,YouTube,258,13,19,9982,5,25,47,33,Afternoon,8,2,10,0,At home,Wi-Fi,0.5319148936170213,212.38297872340425,19.846153846153847
38,Other,United States,68511,True,True,Students,Rural,Instagram,292,14,12,8968,3,11,39,71,Night,9,1,10,0,At school,Mobile Data,0.28205128205128205,229.94871794871796,20.857142857142858
31,Male,Japan,28605,False,False,Labor/Worker,Rural,TikTok,207,11,8,4674,5,20,39,24,Morning,6,4,8,2,At work,Wi-Fi,0.5128205128205128,119.84615384615384,18.818181818181817
26,Male,Japan,21381,False,True,Waiting staff,Rural,TikTok,53,10,6,4316,5,26,10,73,Morning,6,4,8,2,At home,Mobile Data,2.6,431.6,5.3
63,Female,Japan,86634,True,False,Driver,Rural,Facebook,37,3,12,9379,5,29,36,75,Afternoon,3,7,5,5,At work,Mobile Data,0.8055555555555556,260.52777777777777,12.333333333333334
18,Female,Pakistan,39810,False,True,Waiting staff,Urban,TikTok,26,17,7,9695,7,22,25,87,Evening,8,2,10,0,At home,Mobile Data,0.88,387.8,1.5294117647058822
62,Female,Barzil,44322,False,False,Teacher,Urban,TikTok,136,15,18,5803,5,18,10,51,Morning,8,2,10,0,Commuting,Mobile Data,1.8,580.3,9.066666666666666
30,Other,India,61869,True,True,Labor/Worker,Urban,Instagram,177,9,22,3325,7,25,19,2,Evening,6,4,8,2,At school,Mobile Data,1.3157894736842106,175.0,19.666666666666668
21,Female,Pakistan,52955,True,True,Students,Rural,YouTube,253,10,14,8379,9,15,46,15,Night,8,2,10,0,At home,Wi-Fi,0.32608695652173914,182.15217391304347,25.3
18,Male,United States,81388,True,True,Students,Rural,YouTube,85,8,8,1214,5,7,45,35,Evening,3,7,5,5,At home,Wi-Fi,0.15555555555555556,26.977777777777778,10.625
57,Female,United States,30207,False,True,Waiting staff,Rural,Facebook,240,13,24,7556,2,10,15,36,Evening,8,2,10,0,At home,Mobile Data,0.6666666666666666,503.73333333333335,18.46153846153846
